,Unnamed: 0,Donor,lineage,# postB Cells in Cluster,# preB Cells in Cluster,postB fold enrichment norm,hypergeom p,Fisher p,Fisher -log10p,-log10p,# postA Cells in Cluster,# preA Cells in Cluster,Comparison,postA fold enrichment norm
81,81,5,35,28.0,1.0,,0.2746212297479172,0.6785072088241577,0.1684455424547195,0.5612658924234213,8.0,2.0,A_,1.012750455373406
82,82,5,36,30.0,1.0,,0.8337249254682461,0.2894784808158874,0.5383837223052979,0.0789772144181609,4.0,2.0,A_,0.5063752276867031
83,83,5,37,28.0,1.0,,0.8932195539454688,0.1837638765573501,0.7357398271560668,0.0490417781244884,3.0,2.0,A_,0.3797814207650273
84,84,5,38,1.0,30.0,,0.9896056872123944,0.0208573397248983,1.6807410717010498,0.0045378175039731,1.0,1.0,A_,0.2531876138433515
85,85,5,39,22.0,1.0,,0.4422849379021641,1.0,-0.0,0.3542978503598983,5.0,1.0,A_,1.265938069216758
86,86,5,40,19.0,1.0,,0.1235644450797205,0.3310174047946929,0.4801491796970367,0.9081064768769757,7.0,1.0,A_,1.772313296903461
87,87,5,41,18.0,1.0,,0.6969413691546454,0.6035175919532775,0.2193100750446319,0.156803755795288,3.0,3.0,A_,0.2531876138433515
88,88,5,42,2.0,11.0,,0.7901029167856152,0.3323798775672912,0.4783653020858764,0.102316334936197,1.0,1.0,A_,0.2531876138433515
89,89,5,43,8.0,1.0,,0.5355186383670714,1.0,-0.0,0.27122540924089,2.0,4.0,A_,0.1265938069216757
90,90,5,44,1.0,9.0,,0.434220733030476,1.0,-0.0,0.3622894438347087,2.0,1.0,A_,0.5063752276867031
91,91,5,45,7.0,1.0,,0.0716648017476359,0.2735683321952819,0.562934160232544,1.144694096216835,4.0,1.0,A_,1.012750455373406
92,92,5,46,7.0,1.0,,0.1616137004272129,0.4687025845050811,0.3291026651859283,0.7915218256918066,3.0,1.0,A_,0.7595628415300546
93,93,6,0,,,,0.1018433721655498,0.3843427896499633,0.4152812659740447,0.9920672290652794,49.0,4.0,A_,1.6544006069802732
94,94,6,1,,,,0.6162859127625214,0.6498205065727233,0.1872065961360931,0.2102177593818108,43.0,7.0,A_,0.8296119661825276
95,95,6,2,,,,0.1527659411070637,0.6432750225067138,0.1916033178567886,0.8159734601452673,44.0,4.0,A_,1.4855842185128982
96,96,6,3,,,,0.7194763128121772,0.4729217588901519,0.325210690498352,0.1429834996902717,38.0,7.0,A_,0.7331454584868848
97,97,6,4,,,,0.0936002157241574,0.4645579755306243,0.3329600691795349,1.0287231503248946,40.0,3.0,A_,1.800708143651998
98,98,6,5,,,,0.4027329891495208,1.0,-0.0,0.394982794482963,38.0,5.0,A_,1.026403641881639
99,99,6,6,,,,0.886761702168433,0.1425550580024719,0.8460173606872557,0.0521930716424385,34.0,8.0,A_,0.5739757207890743
100,100,6,7,,,,0.3598716437552921,1.0,-0.0,0.4438523724239789,32.0,4.0,A_,1.080424886191199
101,101,6,8,,,,0.206619555166974,0.7873148322105407,0.1038515716791152,0.6848285777863498,31.0,3.0,A_,1.3955488113302985
102,102,6,9,,,,0.206619555166974,0.7873148322105407,0.1038515716791152,0.6848285777863498,31.0,3.0,A_,1.3955488113302985
103,103,6,10,,,,0.1080412490127794,0.564605176448822,0.2482551336288452,0.9664104037864888,28.0,2.0,A_,1.890743550834598
104,104,6,11,,,,0.7680290390343554,0.3647414743900299,0.4380148649215698,0.1146223590648965,23.0,5.0,A_,0.6212443095599394
105,105,6,12,,,,0.7909510769181938,0.3560173213481903,0.4485288858413696,0.1018503782994838,22.0,5.0,A_,0.5942336874051594
106,106,6,13,,,,0.1469683869314597,0.760350227355957,0.1189863160252571,0.8327760724471982,25.0,2.0,A_,1.688163884673748
107,107,6,14,,,,0.1625165443559442,0.7581731677055358,0.1202315911650657,0.7891024207973882,24.0,2.0,A_,1.6206373292867984
108,108,6,15,,,,0.9999967755823652,3.2244176964013604e-06,5.491548538208008,1.400349043842724e-06,12.0,12.0,A_,0.1350531107738998
109,109,6,16,,,,0.0454436533381612,0.3437366485595703,0.4637741446495056,1.342526761785908,23.0,1.0,A_,3.106221547799697
110,110,6,17,,,,0.2402344726034769,1.0,-0.0,0.6193646730893991,20.0,2.0,A_,1.3505311077389983
111,111,6,18,,,,0.2402344726034769,1.0,-0.0,0.6193646730893991,20.0,2.0,A_,1.3505311077389983
112,112,6,19,,,,0.2402344726034769,1.0,-0.0,0.6193646730893991,20.0,2.0,A_,1.3505311077389983
113,113,6,20,,,,0.0873058058120548,0.7158688306808471,0.1451665461063385,1.058956874870613,18.0,1.0,A_,2.430955993930197
114,114,6,21,,,,0.0873058058120548,0.7158688306808471,0.1451665461063385,1.058956874870613,18.0,1.0,A_,2.430955993930197
115,115,6,22,,,,0.1288814497686089,0.7083924412727355,0.1497260928153991,0.8898095872461507,15.0,1.0,A_,2.025796661608497
116,116,6,23,,,,0.7735723092983402,0.2264276891946792,0.6450704932212828,0.1114990846000385,11.0,3.0,A_,0.4951947395042994
